ID;Fecha;Estación;Hora;Ubicación;Provincia;Com_Autónoma;Lat;Long;Inds;Viva;Muerta;nd;Heridas;M_sex;H_sex;nd_sex;Adult;Juv;New;Emb;nd;DW;Algo. Int.;Apareamiento;Embarazo;Posible Emb;Parto;Agreg;Descanso;Estrés;Alimen;Otros;Fuente_tipo;Fuente;Rep;Link;Observaciones;
P_violacea_078;05/08/2018;Verano;nd;Sant Pere Pescador;Girona;Cataluña;42,1744079;3,1159617;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/mar_chico/status/1025883868228923393;;
P_violacea_079;05/08/2018;Verano;nd;Empordà;Girona;Cataluña;42,0348405;3,1958526;1;1;0;0;nd;0;1;0;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/BmGUQqZD_B4/;;
P_violacea_080;06/08/2018;Verano;nd;La Herradura;Granada;Andalucía;36,7292908;-3,7490559;1;1;0;0;nd;0;1;0;0;0;0;0;1;nd;1;0;0;0;0;0;0;0;0;1;Redes Sociales;Instagram;;www.instagram.com/p/BmIHY_hnj7q;Anzuelo en la boca;
P_violacea_081;06/08/2018;Verano;nd;Roses;Girona;Cataluña;42,2624522;3,1720994;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/FotosdeXavier/status/1026372679207673858;;
P_violacea_082;06/08/2018;Verano;nd;Vendrell;Tarragona;Cataluña;41,1860179;1,5812359;1;1;0;0;Si;0;1;0;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/sebas_leno/status/1026412574366154752;Cerca de playa;
P_violacea_083;06/08/2018;Verano;nd;Arenys de Mar;Barcelona;Cataluña;41,5796402;2,5688109;1;1;0;0;No;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/AjArenys/status/1026385327160795136;;
P_violacea_190;06/08/2018;Verano;nd;Barceloneta;Barcelona;Cataluña;41,3778651;2,1934281;1;1;0;0;No;0;1;0;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;YouTube;;https://www.youtube.com/watch?v=RS3nXFw91Do&ab_channel=LARQUE;;
P_violacea_084;07/08/2018;Verano;nd;Cala Macarelleta;Islas Baleares;Islas Baleares;39,9360869;3,9363256;1;0;0;1;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;www.instagram.com/p/BmLDwejHVTk;Página no existe ya;
P_violacea_085;07/08/2018;Verano;nd;Cólera;Girona;Cataluña;42,4073305;3,1562551;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/narcistorra/status/1026792595970842626;Muy cerca de la orilla;
P_violacea_133;07/08/2018;Verano;nd;Deltebre;Tarragona;Cataluña;40,7500491;0,8115664;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Prensa;Diari de Tarragona;;https://www.diaridetarragona.com/ebre/Alerta-en-una-playa-de-Deltebre-por-la-presencia-de-un-pez-raya-20180807-0040.html;;
P_violacea_086;08/08/2018;Verano;nd;Port Fòrum;Barcelona;Cataluña;41,4071503;2,2290745;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;www.instagram.com/p/BmOPh_iDWQ3;;
P_violacea_087;08/08/2018;Verano;nd;Llançà;Girona;Cataluña;42,3740839;3,1610113;1;1;0;0;No;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;www.instagram.com/p/BmNalzbnfaW;;
P_violacea_088;08/08/2018;Verano;nd;Alt Empordà;Girona;Cataluña;42,3929612;3,1543106;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;www.instagram.com/p/BmLMxSTjlUl;;
P_violacea_134;08/08/2018;Verano;nd;Salou;Tarragona;Cataluña;40,7312126;0,8366478;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Prensa;Antena 3;;https://www.antena3.com/noticias/sociedad/peces-raya_201808085b6ac35a0cf227b4079e0488.html;;
P_violacea_447;08/08/2018;Verano;nd;Cala Ferriol;Girona;Cataluña;42,0853028;3,1957410;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;1;0;0;0;0;0;0;0;0;1;Redes Sociales;Instagram;;https://www.instagram.com/p/BmREcOvF1cP;Se ve algo delgada, postparto quizás?;
P_violacea_089;10/08/2018;Verano;nd;Platja de Garbet;Girona;Cataluña;42,3929615;3,1559426;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/BmS64hanr6G/;;
P_violacea_090;10/08/2018;Verano;nd;Platja del Garbet;Girona;Cataluña;42,3928866;3,1549892;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;www.instagram.com/p/BmT8XTVnmen;;
P_violacea_386;10/08/2018;Verano;nd;Cala Ferriol;Girona;Cataluña;42,0838180;3,1959773;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/BmREcOvF1cP/?igsh=MXJ1ZnJ0b2V4aTFmYg%3D%3D;;
P_violacea_091;13/08/2018;Verano;nd;Blanes;Girona;Cataluña;41,6751331;2,8047218;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;YouTube;;https://www.youtube.com/watch?v=eASRoCay8bM;Buena calidad de video;
P_violacea_409;13/08/2018;Verano;nd;Puerto Coma-ruga;Tarragona;Cataluña;41,1776853;1,5262284;3;3;0;0;nd;0;0;3;3;0;0;0;0;nd;1;0;0;0;0;1;0;0;0;0;Prensa;Diari de Tarragona;;https://www.diaridetarragona.com/costa/110603/video-tres-peces-raya-nadan-en-el-puerto-de-coma-ruga-20180813-0041-nsdt201808130041.html;Podría ser el puerto donde se avistaron muchas? En la noticia indica solo 3 pero pinta a ser ese;
P_violacea_092;14/08/2018;Verano;nd;L'Atmella;Tarragona;Cataluña;40,8772128;0,7991529;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;1;0;0;0;0;0;1;0;0;0;Redes Sociales;Facebook;;www.facebook.com/PlanctonDiving/posts/484209765323769;Descansando sobre el fondo;
P_violacea_093;15/08/2018;Verano;nd;Costa del Montgri;Girona;Cataluña;42,0667122;3,2123674;1;1;0;0;No;0;1;0;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;YouTube;;https://www.youtube.com/watch?v=W2FRi52LKNk&ab_channel=JosepMestras;;
P_violacea_027;16/08/2018;Verano;nd;Torredembarra;Tarragona;Cataluña;41,1436000;1,4147000;1;1;0;0;No;1;0;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Database;Obsdelmar;;https://www.observadoresdelmar.es/Observations/210173;Nedant per fons sorrenc i entre dues barres de roques.,Muchas gracias Pere,<br /> <br /> Podrías enviarme la foto a mi correo por favor, creo que es un macho pero no lo puedo ver desde aquí,<br /> <br /> muchas gracias!<br /> <br /> Claudio;
P_violacea_029;16/08/2018;Verano;nd;La Azohía;Región de Murcia;Región de Murcia;37,5526000;-1,1784000;2;2;0;0;No;1;1;0;2;0;0;0;0;nd;1;1;0;0;0;0;0;0;0;0;Database;Obsdelmar;;https://www.observadoresdelmar.es/Observations/213425;Apareamiento;
P_violacea_135;16/08/2018;Verano;nd;Coma-ruga;Tarragona;Cataluña;41,1740092;1,5018385;1;1;0;0;Si;0;1;0;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Prensa;Diari Més;;https://www.diarimes.com/noticies/penedes/2018/08/16/una_rajada_deixa_veure_pocs_metres_vora_platja_del_francas_45023_3058.html;;
P_violacea_094;17/08/2018;Verano;nd;Torredembara;Tarragona;Cataluña;41,1321397;1,3896817;1;1;0;0;No;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/AbelloPere/status/1030231294901403650;;
P_violacea_095;17/08/2018;Verano;nd;Roca Plana;Tarragona;Cataluña;41,1279537;1,3357569;1;1;0;0;No;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/tamborinaire/status/1030354124829806592;;
P_violacea_026;18/08/2018;Verano;nd;San Francesc de s'Estany;Islas Baleares;Islas Baleares;38,8330000;1,3903000;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Database;Obsdelmar;;https://www.observadoresdelmar.es/Observations/210182;Hola de nuevo! Os vuelvo a escribir ya que hoy estando en Ses Salines ( Ibiza) hemos estado con una raya que estaba como a un metro de profundidad donde había unos 10 metros, todo el rato estaba con nosotros cosa extraña pero pensábamos q las aletas le hacían gracia, tengo fotos y vídeos con ella pero el programa no me deja agregar más de una foto. Lo raro es que al rato hemos divisas otra raya diferente desde el barco en la misma zona aunque esta parecía enferma y estaba todo el rato en superficie y tenía señales de herida, no se si están ahí por un casual o realmente están enfermas por alguna razón. No se que puedo hacer al respecto por eso os escribo y espero que me respondan porque me he ido del lugar preocupada ya que seguía una de ella por superficie. Muchas gracias.,Hola Monica,<br /> Esta raya es una raya látigo violeta, es habitual verlas mar adentro pero en su período reproductivo tienden a acercarse a la costa. Si te fijas bien la raya de la foto tiene una mancha blanca, seguramente provocada por el macho en el momento del apareamiento, lo que también explicaría el extraño comportamiento que describes, <br /> <br /> saludos y muchas gracias por tu observación!<br /> <br /> Claudio;
P_violacea_167;19/08/2018;Verano;nd;Mar Menor;Región de Murcia;Región de Murcia;37,7284743;-0,7818561;1;1;0;0;nd;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/marmenor.marmayor/videos/1637452739714078/?__tn__=%2CO-R;Parece que está embarazada!;
P_violacea_022;21/08/2018;Verano;nd;Arenales del Sol;Alicante;Comunidad Valenciana;38,2587000;-0,5154000;1;1;0;0;No;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Database;Obsdelmar;;https://www.observadoresdelmar.es/Observations/213426;;
P_violacea_244;21/08/2018;Verano;nd;Moraira;Alicante;Comunidad Valenciana;38,6783758;0,1387856;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/BmvBCQPH4Vj/;"Parece tener la región dorsal ""hinchada""";
P_violacea_196;22/08/2018;Verano;nd;Atmella de Mar;Tarragona;Cataluña;40,8844770;0,8071243;1;1;0;0;No;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://x.com/deifox/status/1032221036287324160;;
P_violacea_442;22/08/2018;Verano;nd;Cadaqués;Girona;Cataluña;42,2838461;3,3042911;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Database;iNaturalist;;https://spain.inaturalist.org/observations/304910924;"Tiene la región dorsal como ""hinchada"" y coords aproxs";
P_violacea_096;23/08/2018;Verano;nd;Badalona;Barcelona;Cataluña;41,4481068;2,2537085;1;0;0;1;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/isaacribera81/status/1032649437083066371;Página no existe ya;
P_violacea_024;24/08/2018;Verano;nd;Platja de Montgat;Barcelona;Cataluña;41,4679987;2,2866362;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Database;Obsdelmar;;https://www.observadoresdelmar.es/Observations/210403;,Hola Júlia,<br /> <br /> Muchas gracias por tu observación! Esta especie es muy importante en nuestro #retoraya ya que podría ser indicadora del cambio climático,<br /> <br /> saludos<br /> <br /> Claudio;
P_violacea_279;24/08/2018;Verano;nd;Platja de Ben-Afelí;Castellón;Comunidad Valenciana;39,9392880;0,0017203;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/Bm3WiA6nxc-/?igsh=MWxmcjdrZGtrZmQzcg%3D%3D;Muy cerca de la orilla;
P_violacea_097;25/08/2018;Verano;nd;Caldes d'Estrac;Barcelona;Cataluña;41,5666851;2,5254423;1;1;0;0;No;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/Gon_CF/status/768760705852043264;;
P_violacea_166;26/08/2018;Verano;10:27;Vilassar de Mar;Barcelona;Cataluña;41,5022163;2,3953132;1;1;0;0;No;0;0;1;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/cronicas.naturales.torrevieja/videos/460370937778322/?__cft__[0]=AZV-4kUzkPmaFFIcQE2xwud3ToEW7XMbp6NHxDXdPXdvPLREqswXzN9ihIAg-R_wqsYnDTFbCUTGaeAyFy-0hPnx3xiwPF7o8V9us9L8eNQlvNDDdY_8rJI4Vat18owd5vbVLUogJBS2bjBf8tv5ofjq_ba9iLWrYH7IKRmI6em17xKKk71alKox2NFTz0k9XT-9dEs6RvNa0BydE00r0ejY&__tn__=%2CO%2CP-R;Muy cerca de la orilla;
P_violacea_451;27/08/2018;Verano;nd;Sitges;Barcelona;Cataluña;41,2307872;1,8011954;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/Bm_NwQLAzkf/?igsh=MTl1ZWdtcXA1dGQ0dw==;Coords aproximadas;
P_violacea_136;29/08/2018;Verano;nd;Cap de Creus;Girona;Cataluña;42,3394820;3,2496963;2;2;0;0;Si;1;1;0;2;0;0;0;0;nd;1;1;0;0;0;0;0;0;0;0;Prensa;CCMA;;https://www.ccma.cat/el-temps/insolites-imatges-de-laparellament-de-dues-rajades-a-la-costa-brava/noticia/2872858/;Apareamiento;
P_violacea_127;30/08/2018;Verano;nd;Blanes;Girona;Cataluña;41,6812806;2,8148397;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/BnHNmPQhp5C/?img_index=1;;
P_violacea_430;30/08/2018;Verano;nd;;nd;nd;;;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/BnHOzg5Bl7x;Coords imposible;
P_violacea_098;02/09/2018;Verano;nd;Lloret de Mar;Girona;Cataluña;41,6984667;2,8511155;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;1;0;0;0;0;0;1;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/BnOySXZhhG6/;Semiterrada en el fondo;
P_violacea_034;04/09/2018;Verano;nd;Bañalbufar;Islas Baleares;Islas Baleares;39,6939000;2,5200000;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Database;Obsdelmar;;https://www.observadoresdelmar.es/Observations/210451;Aquest exemplar es movia per la mateixa vorera de la cala. Es va acostar en dues ocasions.,Hola Mika,<br /> Esta especie es una raya látigo violeta, de tonalidad mucho más oscura que la pastinaca. Es la raya pelágica más abundante del Mediterráneo y una de las especies objetivo del #retoraya.<br /> <br /> Muchas gracias por tu observación!;
P_violacea_099;04/09/2018;Verano;nd;Sant Martí d'Empúries;Girona;Cataluña;41,5702381;2,5340904;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/emergenciescat/status/1036932320962531328;;
P_violacea_236;10/09/2018;Verano;nd;La Herradura;Granada;Andalucía;36,7226154;-3,7475009;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/BniOmhxgFtf/;"Parece tener la región dorsal ""hinchada""";
P_violacea_100;11/09/2018;Verano;nd;Sant Martí d'Empúries;Girona;Cataluña;42,1412037;3,1191322;1;1;0;0;No;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/jmsirvent3/status/1039457591003369472;;
P_violacea_101;04/11/2018;Verano;nd;Torredembara;Tarragona;Cataluña;41,1405045;1,4089214;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;YouTube;;https://www.youtube.com/watch?v=ewKgpCyXMIM&ab_channel=Xavimoliner;;
P_violacea_102;07/11/2018;Otoño;nd;Cabo Tiñoso;Región de Murcia;Región de Murcia;37,5377033;-1,1415962;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Redes Sociales;YouTube;;https://www.youtube.com/watch?v=fsN-5WJjkM0&ab_channel=BuceoReservaMarinaCaboTi%C3%B1oso;"Parece tener la región dorsal lateralmente ""hinchada""";
P_violacea_294;24/11/2018;Otoño;nd;;Tarragona;Cataluña;40,6000000;1,3500000;2;0;2;0;nd;0;0;2;2;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Artículo;Vigo et al., 2024;;https://doi.org/10.1016/j.marenvres.2024.106651;Pesca palangre. DW = 51.83 ± 4.39 (verano) 49.20 ± 3.98 (otoño);
P_violacea_295;25/11/2018;Otoño;nd;;Castellón;Comunidad Valenciana;40,1405000;0,9448167;10;0;10;0;nd;0;0;10;10;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Artículo;Vigo et al., 2024;;https://doi.org/10.1016/j.marenvres.2024.106651;Pesca palangre. DW = 51.83 ± 4.39 (verano) 49.20 ± 3.98 (otoño);
P_violacea_288;28/11/2018;Otoño;nd;;Tarragona;Cataluña;41,0388333;1,5483333;1;0;1;0;nd;0;0;1;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Artículo;Vigo et al., 2024;;https://doi.org/10.1016/j.marenvres.2024.106651;Pesca palangre. DW = 51.83 ± 4.39 (verano) 49.20 ± 3.98 (otoño);
P_violacea_289;29/11/2018;Otoño;nd;;Tarragona;Cataluña;40,8833333;0,9966667;4;0;4;0;nd;0;0;4;4;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Artículo;Vigo et al., 2024;;https://doi.org/10.1016/j.marenvres.2024.106651;Pesca palangre. DW = 51.83 ± 4.39 (verano) 49.20 ± 3.98 (otoño);
P_violacea_173;27/01/2019;Invierno;nd;Canet;Valencia;Comunidad Valenciana;39,6777643;-0,2017862;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;1;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/share/v/12FCN9YTGFn/;Fecha dudosa;
P_violacea_121;25/06/2019;Verano;nd;Jávea;Alicante;Comunidad Valenciana;38,7994201;0,1952385;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;YouTube;;https://www.youtube.com/watch?v=MY5wC9skffk;;
P_violacea_226;13/07/2019;Verano;nd;Isla Grossa de Columbretes;Castellón;Comunidad Valenciana;39,9001236;0,6833505;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1701775793316635/?__cft__[0]=AZXAP50NV74Oy6oeEMsSfTFB9_IUrXEHcgpKRgOs1fg5XoTV8mIV3f1v6Ol-YBm37jIiKkesp84ak6DRUEYZaWGAO9CzfbYItT-Zv_I5gxCFNCerpTCePS6gSCSwT_3TkMXmLCYH9sgWEw7NM5T8fc00pEwmCyHw5VfAXzRQkFjKYNhocsEggaHYDAnds-Bo1y1jkwjAW8AdKdiqLytvmuqJ&__tn__=%2CO%2CP-R;"Parece tener la región dorsal ""hinchada""";
P_violacea_011;26/07/2019;Verano;nd;Cala del Bonete Grande;Región de Murcia;Región de Murcia;37,5618610;-1,1194470;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Database;GBIF;;https://observation.org/observation/297113619/;;
P_violacea_103;27/07/2019;Verano;nd;La Azohía;Región de Murcia;Región de Murcia;37,5528263;-1,1719252;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;YouTube;;https://www.youtube.com/watch?v=SK8t63zPgzk&ab_channel=juanidiver;;
P_violacea_104;31/07/2019;Verano;nd;Cabo Tiñoso;Región de Murcia;Región de Murcia;37,5377033;-1,1415962;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;YouTube;;https://www.youtube.com/watch?v=YK_6mNkzZBg&ab_channel=CentrodeBuceoCaboTi%C3%B1oso;;
P_violacea_105;05/08/2019;Verano;nd;La Azohía;Región de Murcia;Región de Murcia;37,5390579;-1,1364350;1;1;0;0;Si;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/B0zA57cClVH/;;
P_violacea_021;07/08/2019;Verano;nd;Illa del Toro;Islas Baleares;Islas Baleares;39,4620000;2,4715000;1;1;0;0;nd;0;1;0;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Database;Obsdelmar;;https://www.observadoresdelmar.es/Observations/213672;;
P_violacea_106;08/08/2019;Verano;nd;Mazarrón;Región de Murcia;Región de Murcia;37,5620587;-1,3104654;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Twitter;;https://twitter.com/coletaspelos2/status/1159264679061008385;;
P_violacea_124;11/08/2019;Verano;nd;Cap de Formentor;Islas Baleares;Islas Baleares;39,9609025;3,2056339;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/BmWfVLSnTyh/;Mal ID;
P_violacea_432;14/08/2019;Verano;nd;;Almería;Almería;36,8346146;-2,4823522;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;1;0;0;0;0;0;0;0;1;0;Redes Sociales;Instagram;;https://www.instagram.com/p/B1J16ueIRBZ;Alimentándose en puerto, coords aproximadas;
P_violacea_137;19/08/2019;Verano;nd;Maro;Málaga;Andalucía;36,7505453;-3,8182325;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Database;Obsdelmar;;https://www.observadoresdelmar.es/Observations/218410;Parece que está embarazada!;
P_violacea_171;28/08/2019;Verano;nd;La Herradura;Granada;Andalucía;36,7118803;-3,7417883;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/watch/?v=358986731677088&rdid=94zj56MsGoSvXyqy;No hay ubicación ni coords, aproximada a partir de fotos de su perfil en esas fechas. Y parece que está embarazada!;
P_violacea_372;30/08/2019;Verano;nd;La Boia de Mataró;Barcelona;Cataluña;41,5250331;2,4682865;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;1;0;0;1;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/B1zC8nlieeq/?igsh=dWJ4Z2R4OGl6d24x;Tiene la región dorsal como abultada;
P_violacea_243;04/04/2020;Primavera;nd;Tossa de Mar;Girona;Cataluña;41,7211165;2,9412179;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/B-kWXqbqKkk/;Posiblemente sea de otra fecha;
P_violacea_107;31/05/2020;Primavera;nd;Cunit;Tarragona;Cataluña;41,1913100;1,6281975;1;1;0;0;nd;0;0;1;0;0;0;0;1;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1496164143877802/;Meco. Muy cerca de orilla;
P_violacea_252;06/06/2020;Verano;nd;Arenales Del Sol-El Altet, Playas De Elche;Alicante;Comunidad Valenciana;38,2695030;-0,5186866;1;1;0;0;Si;0;0;1;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Instagram;;https://www.instagram.com/p/CBFzpurpNOy/;;
P_violacea_204;11/06/2020;Verano;nd;La Azohía;Región de Murcia;Región de Murcia;37,5574176;-1,1833448;15;15;0;0;nd;0;1;14;15;0;0;0;0;nd;1;0;1;0;0;1;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/groups/TiburonesRayasMediterraneoOccidental/posts/1693450184149196/?__cft__[0]=AZWEFemFOq1GJu055xgp-5zGVog897Nb0Fybcqs-YXpxmecaUJbKOnMyazMtAX0w0W2Jf9MjZSu7Ix41j0SZQrM4BaybF2oennSktNY4r0IM4uIRw8jp81j4uw0MJvzL5-ZBgtI_UXsFvJ-wbS4YvttHY_9k3rPKAW0Gb81XeiMnlw&__tn__=%2CO%2CP-R;Agregación de varios ejemplares. Y una hembra embarazada;
P_violacea_033;15/06/2020;Verano;nd;Águilas;Región de Murcia;Región de Murcia;37,4115000;-1,5587000;1;1;0;0;Si;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Database;Facebook;;https://www.facebook.com/cronicas.naturales.torrevieja/videos/575727133369145/?t=21;Observado y grabado por bañistas en la orilla https://www.facebook.com/cronicas.naturales.torrevieja/videos/575727133369145/?t=21,;
P_violacea_253;15/06/2020;Verano;nd;Playa del Riluete;Región de Murcia;Región de Murcia;37,5701036;-1,2539180;1;1;0;0;No;0;1;0;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Prensa;La Verdad;;https://www.laverdad.es/murcia/mazarron/raya-sorprende-nadando-20200615174603-nt.html;;
P_violacea_225;17/06/2020;Verano;nd;Puerto de Cartagena;Región de Murcia;Región de Murcia;37,5965604;-0,9841039;1;1;0;0;No;0;0;1;1;0;0;0;0;nd;0;0;0;0;0;0;0;0;0;0;Redes Sociales;Facebook;;https://www.facebook.com/tarayparaisoveneziola/videos/2312641719038232/?__cft__[0]=AZWEYGxhDxkZRFIgrapv_9RAN5y5aSFR99zA1Nf81gKvz6KVp2MycVaKzdIWqBFoCQnerBfkuh2pcjE32IDQ6JnL04zIEp4mtufxfqV8S9wJmXUO5T_EXr-nIMGbVkmBkCqiHLt-zrtqfBSJxhg_uWmCOA_OaK9Awnm-py4vNGkmfaLp7K58piPIyZWz3eRpnwl5HtuBCwY2LppFjDbIzbk7f-ZGM89HMsXJK7V2IMeUhQ&__tn__=%2CO%2CP-y-R;;
